SLURM WORKLOAD START: Thu Feb 20 17:34:49 CET 2025
Thu Feb 20 17:34:49 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 555.42.02              Driver Version: 555.42.02      CUDA Version: 12.5     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           Off |   00000000:0B:00.0 Off |                    0 |
| N/A   29C    P0             25W /  250W |       0MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
/home/REDACTED/paper1/.venv/lib/python3.10/site-packages/torch/utils/data/dataloader.py:624: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 1, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
[02/20 17:34:54 modelnet40-dgcnn]: mode: pretrain
[02/20 17:34:54 modelnet40-dgcnn]: model: dgcnn
[02/20 17:34:54 modelnet40-dgcnn]: verbose: False
[02/20 17:34:54 modelnet40-dgcnn]: dataset: modelnet40
[02/20 17:34:54 modelnet40-dgcnn]: dataroot: data
[02/20 17:34:54 modelnet40-dgcnn]: batch_size: 32
[02/20 17:34:54 modelnet40-dgcnn]: total_epochs: 250
[02/20 17:34:54 modelnet40-dgcnn]: lr_decay_milestones: 100,160,200
[02/20 17:34:54 modelnet40-dgcnn]: lr_decay_gamma: 0.1
[02/20 17:34:54 modelnet40-dgcnn]: lr: 0.1
[02/20 17:34:54 modelnet40-dgcnn]: restore: None
[02/20 17:34:54 modelnet40-dgcnn]: output_dir: run/modelnet40/pretrain
[02/20 17:34:54 modelnet40-dgcnn]: finetune: False
[02/20 17:34:54 modelnet40-dgcnn]: last_epochs: 100
[02/20 17:34:54 modelnet40-dgcnn]: reps: 1
[02/20 17:34:54 modelnet40-dgcnn]: method: None
[02/20 17:34:54 modelnet40-dgcnn]: speed_up: 2
[02/20 17:34:54 modelnet40-dgcnn]: max_pruning_ratio: 1.0
[02/20 17:34:54 modelnet40-dgcnn]: soft_keeping_ratio: 0.0
[02/20 17:34:54 modelnet40-dgcnn]: reg: 0.0005
[02/20 17:34:54 modelnet40-dgcnn]: delta_reg: 0.0001
[02/20 17:34:54 modelnet40-dgcnn]: weight_decay: 0.0005
[02/20 17:34:54 modelnet40-dgcnn]: seed: 1
[02/20 17:34:54 modelnet40-dgcnn]: global_pruning: False
[02/20 17:34:54 modelnet40-dgcnn]: sl_total_epochs: 100
[02/20 17:34:54 modelnet40-dgcnn]: sl_lr: 0.01
[02/20 17:34:54 modelnet40-dgcnn]: sl_lr_decay_milestones: 60,80
[02/20 17:34:54 modelnet40-dgcnn]: sl_reg_warmup: 0
[02/20 17:34:54 modelnet40-dgcnn]: sl_restore: None
[02/20 17:34:54 modelnet40-dgcnn]: iterative_steps: 400
[02/20 17:34:54 modelnet40-dgcnn]: logger: <Logger modelnet40-dgcnn (DEBUG)>
[02/20 17:34:54 modelnet40-dgcnn]: device: cuda
[02/20 17:34:54 modelnet40-dgcnn]: num_classes: 40
[02/20 17:34:55 modelnet40-dgcnn]: Params: 1.81 M
[02/20 17:34:55 modelnet40-dgcnn]: ops: 2426.02 M
[02/20 17:36:20 modelnet40-dgcnn]: Epoch 0/250, Acc=0.5166, Val Loss=1.5126, lr=0.1000
[02/20 21:30:33 modelnet40-dgcnn]: Epoch 166/250, Acc=0.9133, Val Loss=0.2620, lr=0.0010
[02/20 21:31:58 modelnet40-dgcnn]: Epoch 167/250, Acc=0.9182, Val Loss=0.2604, lr=0.0010
[02/20 21:33:22 modelnet40-dgcnn]: Epoch 168/250, Acc=0.9190, Val Loss=0.2594, lr=0.0010
[02/20 21:34:47 modelnet40-dgcnn]: Epoch 169/250, Acc=0.9222, Val Loss=0.2622, lr=0.0010
[02/20 21:36:12 modelnet40-dgcnn]: Epoch 170/250, Acc=0.9214, Val Loss=0.2574, lr=0.0010
[02/20 21:37:36 modelnet40-dgcnn]: Epoch 171/250, Acc=0.9234, Val Loss=0.2552, lr=0.0010
[02/20 21:39:01 modelnet40-dgcnn]: Epoch 172/250, Acc=0.9202, Val Loss=0.2564, lr=0.0010
[02/20 21:40:26 modelnet40-dgcnn]: Epoch 173/250, Acc=0.9161, Val Loss=0.2696, lr=0.0010
[02/20 21:41:50 modelnet40-dgcnn]: Epoch 174/250, Acc=0.9177, Val Loss=0.2594, lr=0.0010
[02/20 21:43:15 modelnet40-dgcnn]: Epoch 175/250, Acc=0.9190, Val Loss=0.2598, lr=0.0010
[02/20 21:44:40 modelnet40-dgcnn]: Epoch 176/250, Acc=0.9141, Val Loss=0.2640, lr=0.0010
[02/20 21:46:04 modelnet40-dgcnn]: Epoch 177/250, Acc=0.9182, Val Loss=0.2616, lr=0.0010
[02/20 21:47:29 modelnet40-dgcnn]: Epoch 178/250, Acc=0.9206, Val Loss=0.2604, lr=0.0010
[02/20 21:48:54 modelnet40-dgcnn]: Epoch 179/250, Acc=0.9161, Val Loss=0.2635, lr=0.0010
[02/20 21:50:18 modelnet40-dgcnn]: Epoch 180/250, Acc=0.9177, Val Loss=0.2637, lr=0.0010
[02/20 21:51:43 modelnet40-dgcnn]: Epoch 181/250, Acc=0.9186, Val Loss=0.2657, lr=0.0010
[02/20 21:53:08 modelnet40-dgcnn]: Epoch 182/250, Acc=0.9190, Val Loss=0.2597, lr=0.0010
[02/20 21:54:32 modelnet40-dgcnn]: Epoch 183/250, Acc=0.9161, Val Loss=0.2700, lr=0.0010
[02/20 21:55:57 modelnet40-dgcnn]: Epoch 184/250, Acc=0.9177, Val Loss=0.2659, lr=0.0010
[02/20 21:57:22 modelnet40-dgcnn]: Epoch 185/250, Acc=0.9165, Val Loss=0.2691, lr=0.0010
[02/20 21:58:46 modelnet40-dgcnn]: Epoch 186/250, Acc=0.9206, Val Loss=0.2586, lr=0.0010
[02/20 22:00:11 modelnet40-dgcnn]: Epoch 187/250, Acc=0.9182, Val Loss=0.2578, lr=0.0010
[02/20 22:01:36 modelnet40-dgcnn]: Epoch 188/250, Acc=0.9153, Val Loss=0.2631, lr=0.0010
[02/20 22:03:01 modelnet40-dgcnn]: Epoch 189/250, Acc=0.9218, Val Loss=0.2596, lr=0.0010
[02/20 22:04:25 modelnet40-dgcnn]: Epoch 190/250, Acc=0.9218, Val Loss=0.2535, lr=0.0010
[02/20 22:05:50 modelnet40-dgcnn]: Epoch 191/250, Acc=0.9161, Val Loss=0.2638, lr=0.0010
[02/20 22:07:15 modelnet40-dgcnn]: Epoch 192/250, Acc=0.9210, Val Loss=0.2637, lr=0.0010
[02/20 22:08:39 modelnet40-dgcnn]: Epoch 193/250, Acc=0.9177, Val Loss=0.2723, lr=0.0010
[02/20 22:10:04 modelnet40-dgcnn]: Epoch 194/250, Acc=0.9165, Val Loss=0.2633, lr=0.0010
[02/20 22:11:29 modelnet40-dgcnn]: Epoch 195/250, Acc=0.9161, Val Loss=0.2698, lr=0.0010
[02/20 22:12:53 modelnet40-dgcnn]: Epoch 196/250, Acc=0.9214, Val Loss=0.2665, lr=0.0010
[02/20 22:14:18 modelnet40-dgcnn]: Epoch 197/250, Acc=0.9226, Val Loss=0.2662, lr=0.0010
[02/20 22:15:43 modelnet40-dgcnn]: Epoch 198/250, Acc=0.9190, Val Loss=0.2764, lr=0.0010
[02/20 22:17:07 modelnet40-dgcnn]: Epoch 199/250, Acc=0.9206, Val Loss=0.2608, lr=0.0010
[02/20 22:18:32 modelnet40-dgcnn]: Epoch 200/250, Acc=0.9190, Val Loss=0.2643, lr=0.0001
[02/20 22:19:57 modelnet40-dgcnn]: Epoch 201/250, Acc=0.9238, Val Loss=0.2602, lr=0.0001
[02/20 22:21:21 modelnet40-dgcnn]: Epoch 202/250, Acc=0.9206, Val Loss=0.2693, lr=0.0001
[02/20 22:22:46 modelnet40-dgcnn]: Epoch 203/250, Acc=0.9194, Val Loss=0.2702, lr=0.0001
[02/20 22:24:11 modelnet40-dgcnn]: Epoch 204/250, Acc=0.9177, Val Loss=0.2689, lr=0.0001
[02/20 22:25:35 modelnet40-dgcnn]: Epoch 205/250, Acc=0.9190, Val Loss=0.2635, lr=0.0001
[02/20 22:27:00 modelnet40-dgcnn]: Epoch 206/250, Acc=0.9202, Val Loss=0.2653, lr=0.0001
[02/20 22:28:25 modelnet40-dgcnn]: Epoch 207/250, Acc=0.9194, Val Loss=0.2650, lr=0.0001
[02/20 22:29:49 modelnet40-dgcnn]: Epoch 208/250, Acc=0.9214, Val Loss=0.2618, lr=0.0001
[02/20 22:31:14 modelnet40-dgcnn]: Epoch 209/250, Acc=0.9190, Val Loss=0.2642, lr=0.0001
[02/20 22:32:39 modelnet40-dgcnn]: Epoch 210/250, Acc=0.9186, Val Loss=0.2642, lr=0.0001
[02/20 22:34:03 modelnet40-dgcnn]: Epoch 211/250, Acc=0.9198, Val Loss=0.2664, lr=0.0001
[02/20 22:35:28 modelnet40-dgcnn]: Epoch 212/250, Acc=0.9165, Val Loss=0.2655, lr=0.0001
[02/20 22:36:53 modelnet40-dgcnn]: Epoch 213/250, Acc=0.9222, Val Loss=0.2624, lr=0.0001
[02/20 22:38:18 modelnet40-dgcnn]: Epoch 214/250, Acc=0.9218, Val Loss=0.2669, lr=0.0001
[02/20 22:39:42 modelnet40-dgcnn]: Epoch 215/250, Acc=0.9153, Val Loss=0.2682, lr=0.0001
[02/20 22:41:07 modelnet40-dgcnn]: Epoch 216/250, Acc=0.9210, Val Loss=0.2652, lr=0.0001
[02/20 22:42:31 modelnet40-dgcnn]: Epoch 217/250, Acc=0.9214, Val Loss=0.2643, lr=0.0001
[02/20 22:43:56 modelnet40-dgcnn]: Epoch 218/250, Acc=0.9194, Val Loss=0.2625, lr=0.0001
[02/20 22:45:21 modelnet40-dgcnn]: Epoch 219/250, Acc=0.9214, Val Loss=0.2670, lr=0.0001
[02/20 22:46:46 modelnet40-dgcnn]: Epoch 220/250, Acc=0.9186, Val Loss=0.2661, lr=0.0001
[02/20 22:48:10 modelnet40-dgcnn]: Epoch 221/250, Acc=0.9194, Val Loss=0.2626, lr=0.0001
[02/20 22:49:35 modelnet40-dgcnn]: Epoch 222/250, Acc=0.9206, Val Loss=0.2609, lr=0.0001
[02/20 22:51:00 modelnet40-dgcnn]: Epoch 223/250, Acc=0.9210, Val Loss=0.2668, lr=0.0001
[02/20 22:52:24 modelnet40-dgcnn]: Epoch 224/250, Acc=0.9186, Val Loss=0.2681, lr=0.0001
[02/20 22:53:49 modelnet40-dgcnn]: Epoch 225/250, Acc=0.9206, Val Loss=0.2644, lr=0.0001
[02/20 22:55:14 modelnet40-dgcnn]: Epoch 226/250, Acc=0.9206, Val Loss=0.2654, lr=0.0001
[02/20 22:56:38 modelnet40-dgcnn]: Epoch 227/250, Acc=0.9194, Val Loss=0.2673, lr=0.0001
[02/20 22:58:03 modelnet40-dgcnn]: Epoch 228/250, Acc=0.9206, Val Loss=0.2635, lr=0.0001
[02/20 22:59:28 modelnet40-dgcnn]: Epoch 229/250, Acc=0.9214, Val Loss=0.2676, lr=0.0001
[02/20 23:00:52 modelnet40-dgcnn]: Epoch 230/250, Acc=0.9214, Val Loss=0.2599, lr=0.0001
[02/20 23:02:17 modelnet40-dgcnn]: Epoch 231/250, Acc=0.9218, Val Loss=0.2664, lr=0.0001
[02/20 23:03:42 modelnet40-dgcnn]: Epoch 232/250, Acc=0.9202, Val Loss=0.2623, lr=0.0001
[02/20 23:05:06 modelnet40-dgcnn]: Epoch 233/250, Acc=0.9190, Val Loss=0.2695, lr=0.0001
[02/20 23:06:31 modelnet40-dgcnn]: Epoch 234/250, Acc=0.9230, Val Loss=0.2650, lr=0.0001
[02/20 23:07:56 modelnet40-dgcnn]: Epoch 235/250, Acc=0.9226, Val Loss=0.2643, lr=0.0001
[02/20 23:09:20 modelnet40-dgcnn]: Epoch 236/250, Acc=0.9186, Val Loss=0.2693, lr=0.0001
[02/20 23:10:45 modelnet40-dgcnn]: Epoch 237/250, Acc=0.9169, Val Loss=0.2690, lr=0.0001
[02/20 23:12:10 modelnet40-dgcnn]: Epoch 238/250, Acc=0.9202, Val Loss=0.2678, lr=0.0001
[02/20 23:13:35 modelnet40-dgcnn]: Epoch 239/250, Acc=0.9214, Val Loss=0.2653, lr=0.0001
[02/20 23:14:59 modelnet40-dgcnn]: Epoch 240/250, Acc=0.9198, Val Loss=0.2653, lr=0.0001
[02/20 23:16:24 modelnet40-dgcnn]: Epoch 241/250, Acc=0.9214, Val Loss=0.2643, lr=0.0001
[02/20 23:17:49 modelnet40-dgcnn]: Epoch 242/250, Acc=0.9198, Val Loss=0.2654, lr=0.0001
[02/20 23:19:13 modelnet40-dgcnn]: Epoch 243/250, Acc=0.9202, Val Loss=0.2653, lr=0.0001
[02/20 23:20:38 modelnet40-dgcnn]: Epoch 244/250, Acc=0.9230, Val Loss=0.2656, lr=0.0001
[02/20 23:22:03 modelnet40-dgcnn]: Epoch 245/250, Acc=0.9202, Val Loss=0.2650, lr=0.0001
[02/20 23:23:27 modelnet40-dgcnn]: Epoch 246/250, Acc=0.9173, Val Loss=0.2649, lr=0.0001
[02/20 23:24:52 modelnet40-dgcnn]: Epoch 247/250, Acc=0.9218, Val Loss=0.2654, lr=0.0001
[02/20 23:26:17 modelnet40-dgcnn]: Epoch 248/250, Acc=0.9157, Val Loss=0.2737, lr=0.0001
[02/20 23:27:41 modelnet40-dgcnn]: Epoch 249/250, Acc=0.9198, Val Loss=0.2697, lr=0.0001
[02/20 23:27:41 modelnet40-dgcnn]: Best Acc=0.9238
[02/20 23:27:41 modelnet40-dgcnn]: Params: 1.81 M
[02/20 23:27:41 modelnet40-dgcnn]: ops: 2426.02 M
[02/20 23:27:51 modelnet40-dgcnn]: Acc: 0.9198 Val Loss: 0.2697

TIME TAKEN: 05:53:03
SLURM WORKLOAD FINISH: Thu Feb 20 23:27:52 CET 2025
